latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-9.61962,26.99606,357.24,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,305.77,19.42,D
-9.6204,26.9914,347.81,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,301.28,19.42,D
-9.61818,26.9815,349.53,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,303.07,9.34,D
-11.21118,16.14698,328.49,0.53,0.5,2026-05-30,1208,N,low,2.0NRT,302.81,2.1,D
-11.23948,15.92188,345.25,0.55,0.51,2026-05-30,1208,N,nominal,2.0NRT,303.53,12.12,D
-11.32285,15.24983,336.75,0.61,0.54,2026-05-30,1208,N,nominal,2.0NRT,299.07,6.57,D
-9.58328,27.16431,336.54,0.52,0.42,2026-05-30,1208,N,nominal,2.0NRT,306,7.42,D
-10.35308,22.3525,330.5,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,301.38,5.43,D
-10.34975,22.35199,346.42,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,305.1,5.43,D
-9.62047,26.99762,355.18,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,308.04,25.39,D
-9.62122,26.99296,354.86,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,303.34,25.39,D
-9.61894,26.98303,333.32,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,300.77,6.63,D
-9.6197,26.97838,332.12,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,300.58,3.09,D
-10.25146,22.94084,330.4,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.23,2.73,D
-11.16176,16.66793,332.1,0.49,0.49,2026-05-30,1208,N,nominal,2.0NRT,300.11,3.85,D
-9.58139,27.16558,333.92,0.52,0.42,2026-05-30,1208,N,low,2.0NRT,304.82,8.54,D
-11.17116,16.56558,341.45,0.5,0.49,2026-05-30,1208,N,nominal,2.0NRT,302.59,7.31,D
-9.67946,26.46846,341.95,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,301.55,4.97,D
-11.23936,15.91922,345.63,0.55,0.51,2026-05-30,1208,N,nominal,2.0NRT,304.02,10.85,D
-11.32222,15.25331,330.89,0.61,0.54,2026-05-30,1208,N,nominal,2.0NRT,298.92,4.68,D
-9.67284,26.46276,345.83,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,305.41,15.86,D
-11.08247,17.01754,329.94,0.46,0.47,2026-05-30,1208,N,nominal,2.0NRT,298.9,2.06,D
-11.13588,16.62243,330.32,0.49,0.49,2026-05-30,1208,N,nominal,2.0NRT,299.9,2.4,D
-11.1459,16.54789,337.41,0.5,0.49,2026-05-30,1208,N,nominal,2.0NRT,296.49,6.8,D
-9.66916,26.46217,333.13,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,302.24,7.72,D
-11.1269,16.62095,329.22,0.49,0.49,2026-05-30,1208,N,low,2.0NRT,301.16,6.18,D
-9.76602,25.8189,329.3,0.45,0.39,2026-05-30,1208,N,low,2.0NRT,301.44,3.76,D
-9.96717,24.55651,337.95,0.4,0.37,2026-05-30,1208,N,nominal,2.0NRT,303.12,3.42,D
-10.24707,22.74649,335.59,0.38,0.36,2026-05-30,1208,N,low,2.0NRT,307.92,11.23,D
-11.20303,15.9759,342.25,0.55,0.51,2026-05-30,1208,N,nominal,2.0NRT,299.58,7.19,D
-11.20899,15.93044,332.65,0.55,0.51,2026-05-30,1208,N,nominal,2.0NRT,299.54,3.99,D
-11.20966,15.92533,331.9,0.55,0.51,2026-05-30,1208,N,nominal,2.0NRT,299.49,3.14,D
-10.09475,23.69538,332.28,0.39,0.36,2026-05-30,1208,N,low,2.0NRT,303.07,4.1,D
-10.73609,19.36712,333.21,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,301.43,2.73,D
-11.19829,15.97543,328.43,0.55,0.51,2026-05-30,1208,N,nominal,2.0NRT,300.08,2.91,D
-10.53637,20.73257,336.97,0.43,0.38,2026-05-30,1208,N,nominal,2.0NRT,300.66,2.34,D
-11.21681,15.75894,335.99,0.57,0.52,2026-05-30,1208,N,nominal,2.0NRT,300.36,6.38,D
-9.61207,26.64829,329.91,0.49,0.4,2026-05-30,1208,N,nominal,2.0NRT,300.24,3.73,D
-11.02883,17.15197,337.52,0.45,0.47,2026-05-30,1208,N,nominal,2.0NRT,299.7,3.5,D
-9.39558,27.91887,330.13,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,301.01,2.82,D
-9.59055,26.73217,332.72,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,301,3.73,D
-10.23487,22.6476,335.22,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,306.82,3.7,D
-10.09379,23.5474,347.95,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,307.47,22.83,D
-11.17373,15.90532,328.26,0.55,0.51,2026-05-30,1208,N,nominal,2.0NRT,300.02,3.36,D
-8.47148,32.98795,327.65,0.43,0.62,2026-05-30,1208,N,nominal,2.0NRT,296.57,2.49,D
-10.02624,23.96012,329.71,0.39,0.36,2026-05-30,1208,N,low,2.0NRT,302.64,3.26,D
-11.18616,15.77025,339.61,0.56,0.52,2026-05-30,1208,N,nominal,2.0NRT,299.79,8.27,D
-9.61048,26.47439,342.19,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,303.1,18.88,D
-10.57553,20.20924,337.15,0.45,0.39,2026-05-30,1208,N,nominal,2.0NRT,302.62,6.65,D
-11.05935,16.64695,337.18,0.49,0.49,2026-05-30,1208,N,nominal,2.0NRT,299.25,4.96,D
-8.7575,31.32321,333.24,0.33,0.55,2026-05-30,1208,N,nominal,2.0NRT,299.57,2.76,D
-9.35434,27.9663,335.66,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,300.6,2.76,D
-10.18194,22.86193,345.23,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,310.52,4.99,D
-9.57517,26.59505,335.51,0.49,0.4,2026-05-30,1208,N,nominal,2.0NRT,299.95,5.17,D
-11.1514,15.77611,334.18,0.56,0.52,2026-05-30,1208,N,nominal,2.0NRT,301.49,5.17,D
-9.39812,27.61596,343.73,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,304.36,13.4,D
-9.51079,26.9546,339.47,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,303.87,10.54,D
-9.50701,26.95393,356.41,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,307.06,10.54,D
-10.21581,22.52588,330.09,0.39,0.36,2026-05-30,1208,N,low,2.0NRT,302.83,1.56,D
-9.52841,26.89745,334.29,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,302.09,3.21,D
-9.57326,26.59592,333.5,0.49,0.4,2026-05-30,1208,N,nominal,2.0NRT,299.13,6.04,D
-9.94635,24.24016,343.7,0.4,0.37,2026-05-30,1208,N,nominal,2.0NRT,302.59,5.15,D
-10.19391,22.62991,330.61,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,301.69,1.98,D
-9.39887,27.61852,337.17,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,302.88,6.45,D
-9.3997,27.61342,333.39,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,297.02,6.45,D
-9.50732,26.9556,346.46,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,304.06,13.2,D
-9.50808,26.9509,333.87,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,303.87,9.52,D
-11.15405,15.90003,339.9,0.55,0.51,2026-05-30,1208,N,nominal,2.0NRT,299.59,6.07,D
-10.56548,20.06445,332.58,0.46,0.39,2026-05-30,1208,N,nominal,2.0NRT,301.6,1.43,D
-10.19062,22.53946,333.21,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,302.23,4.88,D
-10.98539,17.03976,348.72,0.46,0.47,2026-05-30,1208,N,nominal,2.0NRT,301.81,10.4,D
-10.56807,19.97038,331.73,0.46,0.39,2026-05-30,1208,N,nominal,2.0NRT,302.45,4.2,D
-11.15157,15.77381,345.85,0.56,0.52,2026-05-30,1208,N,nominal,2.0NRT,300.97,6.4,D
-9.43354,27.28619,332.87,0.53,0.42,2026-05-30,1208,N,nominal,2.0NRT,301.35,3.75,D
-9.43994,27.24736,330.81,0.53,0.42,2026-05-30,1208,N,low,2.0NRT,303.16,30.54,D
-9.75811,25.28165,333.55,0.42,0.38,2026-05-30,1208,N,nominal,2.0NRT,302.83,3.13,D
-9.43608,27.2467,349.03,0.53,0.42,2026-05-30,1208,N,nominal,2.0NRT,307.43,30.54,D
-9.43302,27.24121,331.92,0.53,0.42,2026-05-30,1208,N,low,2.0NRT,304.21,6.52,D
-9.86311,24.57328,334.17,0.4,0.37,2026-05-30,1208,N,nominal,2.0NRT,307.74,11.11,D
-9.86368,24.56961,345.05,0.4,0.37,2026-05-30,1208,N,nominal,2.0NRT,309.61,11.11,D
-11.13858,15.76178,336.82,0.56,0.52,2026-05-30,1208,N,nominal,2.0NRT,300.81,8.39,D
-11.13924,15.75675,340.13,0.56,0.52,2026-05-30,1208,N,nominal,2.0NRT,300.86,8.39,D
-9.42837,27.24538,351.5,0.53,0.42,2026-05-30,1208,N,nominal,2.0NRT,306.95,109.77,D
-9.42917,27.24055,331.98,0.53,0.42,2026-05-30,1208,N,low,2.0NRT,304.41,6.52,D
-10.38705,21.0148,336.42,0.42,0.38,2026-05-30,1208,N,nominal,2.0NRT,302.56,8.49,D
-10.4604,20.51174,332.04,0.44,0.38,2026-05-30,1208,N,nominal,2.0NRT,300.73,1.99,D
-9.39773,27.31022,333.61,0.54,0.42,2026-05-30,1208,N,nominal,2.0NRT,300.93,3.92,D
-9.87951,24.31463,329.96,0.4,0.37,2026-05-30,1208,N,nominal,2.0NRT,303.99,2.05,D
-10.81095,17.96856,326.75,0.4,0.44,2026-05-30,1208,N,low,2.0NRT,300.35,2.03,D
-9.98611,23.60918,331.84,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,300.84,1.24,D
-10.01919,23.39494,346.74,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.74,6.42,D
-11.22931,14.74404,329.63,0.33,0.55,2026-05-30,1208,N,nominal,2.0NRT,296.46,1.19,D
-9.38611,27.30825,347.27,0.54,0.42,2026-05-30,1208,N,nominal,2.0NRT,303.55,13.67,D
-9.3959,27.24985,330.72,0.53,0.42,2026-05-30,1208,N,nominal,2.0NRT,302.14,3.29,D
-10.04763,23.18787,347.55,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,308.77,29.69,D
-11.11837,15.57837,330.87,0.58,0.52,2026-05-30,1208,N,nominal,2.0NRT,298.01,3.69,D
-9.39123,27.25404,331.05,0.53,0.42,2026-05-30,1208,N,nominal,2.0NRT,301.95,4.56,D
-9.41693,27.10054,337.15,0.52,0.42,2026-05-30,1208,N,nominal,2.0NRT,306,21.57,D
-10.04431,23.18735,342.78,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,305.32,45.54,D
-11.09331,15.69767,343.15,0.57,0.52,2026-05-30,1208,N,nominal,2.0NRT,301.27,11.83,D
-10.60207,19.33543,328.05,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,299.97,1.99,D
-11.08783,15.70239,340.76,0.57,0.52,2026-05-30,1208,N,nominal,2.0NRT,301.28,9.34,D
-11.08852,15.69693,352.6,0.57,0.52,2026-05-30,1208,N,nominal,2.0NRT,296.9,9.34,D
-9.19872,28.31404,329.54,0.41,0.45,2026-05-30,1208,N,nominal,2.0NRT,298.96,2.3,D
-11.07291,15.74306,333.73,0.57,0.52,2026-05-30,1208,N,nominal,2.0NRT,302.15,4.21,D
-9.42387,26.94236,350.9,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,305.73,24.65,D
-9.42464,26.93776,328.85,0.51,0.41,2026-05-30,1208,N,low,2.0NRT,299.37,4.29,D
-9.54337,26.22486,331.34,0.47,0.4,2026-05-30,1208,N,nominal,2.0NRT,301.25,2.32,D
-9.63763,25.65018,343.13,0.44,0.38,2026-05-30,1208,N,nominal,2.0NRT,303.02,6.04,D
-9.87921,24.14112,330.7,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,301.17,2.31,D
-11.20682,14.62998,329.6,0.34,0.56,2026-05-30,1208,N,nominal,2.0NRT,298.94,3.26,D
-9.61682,25.73314,342.11,0.44,0.39,2026-05-30,1208,N,nominal,2.0NRT,304.73,9.1,D
-9.88094,24.08634,337.54,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,312.38,3.15,D
-9.61261,25.73656,334.7,0.44,0.39,2026-05-30,1208,N,nominal,2.0NRT,302.82,9.4,D
-9.61327,25.73253,350.93,0.44,0.39,2026-05-30,1208,N,nominal,2.0NRT,307.61,9.4,D
-9.95447,23.59338,335.7,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,306.43,5.35,D
-9.39939,26.99512,335.16,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,301.39,6.28,D
-9.60972,25.73195,346.57,0.44,0.39,2026-05-30,1208,N,nominal,2.0NRT,303.48,9.4,D
-9.87311,24.09242,332.32,0.39,0.36,2026-05-30,1208,N,low,2.0NRT,302.86,5.84,D
-9.90935,23.83931,341.04,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.19,4.64,D
-10.10652,22.5553,338.43,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,301.88,4.36,D
-10.09206,22.62857,334.31,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,304.52,3.43,D
-9.40435,26.99729,330.37,0.52,0.41,2026-05-30,1208,N,low,2.0NRT,302.17,7.04,D
-10.57783,19.34261,332.66,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,301,3.1,D
-9.40132,26.99191,333.05,0.52,0.41,2026-05-30,1208,N,nominal,2.0NRT,302.1,3.76,D
-11.07308,15.74563,330.71,0.56,0.52,2026-05-30,1208,N,nominal,2.0NRT,301.29,5.91,D
-9.77812,24.58189,332.02,0.4,0.37,2026-05-30,1208,N,nominal,2.0NRT,301.88,3.08,D
-10.23414,21.57927,331.08,0.4,0.37,2026-05-30,1208,N,low,2.0NRT,303.67,3.91,D
-9.3173,27.40962,331.98,0.55,0.42,2026-05-30,1208,N,low,2.0NRT,304.07,5.49,D
-11.13479,15.17166,327.78,0.62,0.54,2026-05-30,1208,N,nominal,2.0NRT,295.12,2.39,D
-11.20569,14.63124,346.63,0.34,0.56,2026-05-30,1208,N,nominal,2.0NRT,300.93,5.44,D
-9.31259,27.41389,341.31,0.55,0.42,2026-05-30,1208,N,nominal,2.0NRT,301.29,14.64,D
-9.3134,27.40895,344.07,0.55,0.42,2026-05-30,1208,N,nominal,2.0NRT,303.54,14.64,D
-9.32476,27.3399,332.27,0.54,0.42,2026-05-30,1208,N,nominal,2.0NRT,301.98,2.39,D
-9.95967,23.34535,332.34,0.38,0.36,2026-05-30,1208,N,low,2.0NRT,303.65,10.91,D
-9.46094,26.4821,337.17,0.48,0.4,2026-05-30,1208,N,low,2.0NRT,309.72,6.68,D
-9.85215,24.01887,332.09,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,300.91,1.96,D
-9.93909,23.45699,335.14,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,303,4.09,D
-9.38448,26.92784,345.9,0.51,0.41,2026-05-30,1208,N,nominal,2.0NRT,305.88,9.28,D
-9.87805,23.83,333.45,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.82,2.34,D
-9.26352,27.61281,336.32,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,304.7,7.39,D
-9.61468,25.45894,339.77,0.43,0.38,2026-05-30,1208,N,nominal,2.0NRT,302.68,6.9,D
-10.00378,22.96891,339.47,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,305.81,5.03,D
-10.00428,22.96549,340.87,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,306.69,4.57,D
-8.84395,30.05516,331.75,0.54,0.51,2026-05-30,1208,N,nominal,2.0NRT,299,4.79,D
-9.90519,23.58846,335.95,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.74,1.54,D
-10.0015,22.96148,334.6,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,301.38,4.57,D
-11.12665,15.00018,341.87,0.63,0.54,2026-05-30,1208,N,nominal,2.0NRT,298.56,8.11,D
-9.44035,26.49219,331.85,0.48,0.4,2026-05-30,1208,N,low,2.0NRT,303.09,5.48,D
-9.44107,26.48781,330.83,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,299.51,5.48,D
-9.44178,26.48344,329.54,0.48,0.4,2026-05-30,1208,N,low,2.0NRT,299.95,2.28,D
-11.03091,15.6965,339.55,0.57,0.52,2026-05-30,1208,N,nominal,2.0NRT,299.74,11.85,D
-11.12084,15.00549,328.9,0.63,0.54,2026-05-30,1208,N,nominal,2.0NRT,299.29,7.08,D
-11.1216,14.99958,340.27,0.63,0.54,2026-05-30,1208,N,nominal,2.0NRT,297.98,7.08,D
-11.23179,14.1361,332.98,0.36,0.58,2026-05-30,1208,N,nominal,2.0NRT,299.86,2.95,D
-9.43666,26.4916,338.45,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,304.59,5.48,D
-11.11655,14.999,336.26,0.63,0.54,2026-05-30,1208,N,nominal,2.0NRT,298.35,7.08,D
-9.20957,27.83772,341.09,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,304.79,4.08,D
-9.39545,26.71958,332.23,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,299.77,5.58,D
-9.39169,26.71905,333.68,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,300.91,5.58,D
-10.06439,22.45805,332.95,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.01,1.44,D
-10.09797,22.23537,348.27,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,311.17,14.67,D
-9.18953,27.90757,353.6,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,303.8,4.34,D
-9.44211,26.38898,340.97,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,305.72,10.02,D
-9.44283,26.38459,346.44,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,307.55,7.9,D
-10.06106,22.45753,333.62,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,302.8,1.98,D
-9.1855,27.9069,332.18,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,298.73,4.34,D
-9.90044,23.48689,351.44,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,308.06,24.6,D
-10.04523,22.49472,342.08,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,302,7.27,D
-10.04576,22.4912,331.17,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,299.95,1.6,D
-10.12022,21.97272,333.94,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,305.95,3.21,D
-10.2969,20.77303,334.08,0.43,0.38,2026-05-30,1208,N,nominal,2.0NRT,305.65,3.66,D
-10.3483,20.41781,341.44,0.44,0.38,2026-05-30,1208,N,nominal,2.0NRT,312.6,5.45,D
-9.17058,27.89711,337.59,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,300.52,1.82,D
-8.80032,30.00181,337.81,0.54,0.51,2026-05-30,1208,N,nominal,2.0NRT,300.07,7.68,D
-9.16596,27.89992,340.33,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,302.91,5.4,D
-9.21004,27.64058,339.63,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,303.41,8.83,D
-9.17098,27.84619,339.97,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,301.04,6.85,D
-9.17159,27.84263,341.33,0.39,0.44,2026-05-30,1208,N,nominal,2.0NRT,302.03,6.85,D
-9.20609,27.63987,339.16,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,304.8,8.83,D
-9.20695,27.63478,331.44,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,300.29,8.83,D
-9.80749,23.95335,330.28,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,300.92,1.85,D
-8.88131,29.49057,332.09,0.5,0.49,2026-05-30,1208,N,low,2.0NRT,304.89,2.09,D
-9.20214,27.63917,334.3,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,303.8,14.15,D
-9.203,27.63409,346.18,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,303.22,14.15,D
-9.19818,27.63848,333.23,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,303.05,14.15,D
-9.19904,27.63343,337.27,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,302.58,14.15,D
-10.01624,22.55142,349.83,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,302.87,6.53,D
-9.19508,27.63277,344.62,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,301.76,24.75,D
-9.85092,23.60872,334.99,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.85,5.1,D
-10.01291,22.55091,334.94,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,302.66,3.26,D
-10.31445,20.50268,335.6,0.44,0.38,2026-05-30,1208,N,low,2.0NRT,308.24,8.45,D
-10.31729,20.48282,337.69,0.44,0.38,2026-05-30,1208,N,low,2.0NRT,308.12,30.49,D
-9.84759,23.60819,343.16,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,306.4,5.1,D
-9.93339,23.05114,329.37,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,300.97,2.35,D
-10.31376,20.4823,348.45,0.44,0.38,2026-05-30,1208,N,nominal,2.0NRT,319.91,30.49,D
-11.0259,15.15223,340.43,0.62,0.54,2026-05-30,1208,N,nominal,2.0NRT,299.54,10.64,D
-10.05774,22.20743,338.79,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,305.29,6.94,D
-10.15819,21.5303,332.83,0.4,0.37,2026-05-30,1208,N,low,2.0NRT,303.92,3.15,D
-10.31081,20.47779,333.8,0.44,0.38,2026-05-30,1208,N,low,2.0NRT,308.29,8.15,D
-10.9378,15.81655,329.05,0.56,0.51,2026-05-30,1208,N,nominal,2.0NRT,299.04,4.56,D
-9.47354,25.90292,344.38,0.45,0.39,2026-05-30,1208,N,nominal,2.0NRT,307.22,22.32,D
-10.65982,17.92376,335.34,0.4,0.44,2026-05-30,1208,N,nominal,2.0NRT,298.83,3.37,D
-9.32037,26.8001,332.02,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,300.48,3.14,D
-9.31662,26.79944,336.19,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,300.9,3.14,D
-9.19207,27.63568,337.13,0.56,0.43,2026-05-30,1208,N,nominal,2.0NRT,301.15,8.66,D
-9.4716,25.90384,336.14,0.45,0.39,2026-05-30,1208,N,nominal,2.0NRT,300.86,3.72,D
-10.02606,22.3331,334.37,0.39,0.36,2026-05-30,1208,N,low,2.0NRT,306.63,7.16,D
-10.02659,22.32957,331.38,0.39,0.36,2026-05-30,1208,N,low,2.0NRT,301.44,3.3,D
-9.32053,26.79757,332.47,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,299.51,3.86,D
-9.48211,25.7918,338.96,0.45,0.39,2026-05-30,1208,N,nominal,2.0NRT,306.45,3.49,D
-9.31678,26.79687,334.8,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,299.09,3.86,D
-9.47658,25.80355,345.52,0.45,0.39,2026-05-30,1208,N,nominal,2.0NRT,306.68,5.02,D
-9.4792,25.78712,336.97,0.45,0.39,2026-05-30,1208,N,nominal,2.0NRT,305.47,3.49,D
-9.31224,26.801,329.13,0.5,0.41,2026-05-30,1208,N,low,2.0NRT,300.7,5.98,D
-9.31302,26.79621,347.89,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,302.52,6.74,D
-9.34666,26.58869,339.15,0.49,0.4,2026-05-30,1208,N,nominal,2.0NRT,300.96,9.13,D
-9.47301,25.80296,343.47,0.45,0.39,2026-05-30,1208,N,nominal,2.0NRT,307.55,5.47,D
-9.31001,26.79095,335.16,0.5,0.41,2026-05-30,1208,N,nominal,2.0NRT,300.79,6.74,D
-9.80026,23.69821,346.93,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,305.93,6.93,D
-9.8008,23.69468,340.59,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,309.3,9.68,D
-9.37565,26.36253,353.89,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,299.78,10.75,D
-9.39205,26.26106,335.95,0.47,0.4,2026-05-30,1208,N,nominal,2.0NRT,298.54,9.91,D
-9.79692,23.69768,342.73,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.1,17.16,D
-9.79747,23.69415,339.62,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,305.27,90.67,D
-11.02529,15.15153,340.99,0.62,0.54,2026-05-30,1208,N,nominal,2.0NRT,299.92,15.69,D
-9.79802,23.69062,367,0.39,0.36,2026-05-30,1208,N,low,2.0NRT,339.88,90.67,D
-9.37198,26.36193,345,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,301.69,10.75,D
-9.46557,25.7809,329.99,0.45,0.39,2026-05-30,1208,N,low,2.0NRT,304.89,1.75,D
-9.57421,25.09892,339.68,0.42,0.38,2026-05-30,1208,N,nominal,2.0NRT,300.5,6.6,D
-10.3987,19.65037,334.7,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,304.82,7.19,D
-9.13928,27.75753,340.55,0.38,0.43,2026-05-30,1208,N,nominal,2.0NRT,300.28,17.91,D
-9.36901,26.35697,346.79,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,303.03,7.38,D
-9.84446,23.34524,337.84,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.24,5.11,D
-9.13472,27.76026,346.2,0.38,0.43,2026-05-30,1208,N,nominal,2.0NRT,304.45,17.91,D
-9.13529,27.7568,354.42,0.38,0.43,2026-05-30,1208,N,nominal,2.0NRT,311.18,17.91,D
-9.70213,24.21931,338.17,0.4,0.37,2026-05-30,1208,N,nominal,2.0NRT,301.28,3,D
-9.34942,26.40795,341.43,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,301.88,8.39,D
-9.41201,26.02219,330.18,0.46,0.39,2026-05-30,1208,N,nominal,2.0NRT,303.53,2.57,D
-9.73568,23.9822,334.49,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,303.89,2.35,D
-9.95635,22.5458,336.47,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,301.23,4.54,D
-10.93623,15.63849,335.41,0.57,0.52,2026-05-30,1208,N,nominal,2.0NRT,298.53,4.41,D
-9.34646,26.40289,346.34,0.48,0.4,2026-05-30,1208,N,nominal,2.0NRT,301.73,9.97,D
-9.45891,25.70868,336.23,0.44,0.39,2026-05-30,1208,N,nominal,2.0NRT,307.78,3.47,D
-9.69427,24.22549,335.24,0.4,0.37,2026-05-30,1208,N,low,2.0NRT,306.33,4.39,D
-9.87627,23.04938,349.51,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,304,4.8,D
-9.4163,25.94998,342.61,0.46,0.39,2026-05-30,1208,N,nominal,2.0NRT,303.56,4.47,D
-9.85688,23.15368,346.28,0.38,0.36,2026-05-30,1208,N,nominal,2.0NRT,305.66,5,D
-9.79479,23.53501,336.51,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,308.03,4.91,D
-9.71614,23.97547,340,0.39,0.36,2026-05-30,1208,N,nominal,2.0NRT,298.64,6.47,D
