latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.20465,-96.77243,351.93,0.42,0.37,2026-05-28,1940,N,nominal,2.0NRT,307.54,12.22,D
19.204,-96.77633,333.91,0.42,0.37,2026-05-28,1940,N,nominal,2.0NRT,304.77,2.32,D
19.2547,-96.51102,333.26,0.41,0.37,2026-05-28,1940,N,low,2.0NRT,303.59,1.83,D
19.25809,-96.5116,345.55,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,306.36,16.46,D
18.22298,-102.22804,331.24,0.56,0.52,2026-05-28,1940,N,low,2.0NRT,301.34,3.9,D
19.26149,-96.51218,351.82,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,308.85,16.46,D
19.26086,-96.51601,336.34,0.41,0.37,2026-05-28,1940,N,low,2.0NRT,305.79,5.56,D
19.25846,-96.59477,348.52,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,302.63,7.24,D
18.61967,-100.34759,355.12,0.42,0.45,2026-05-28,1940,N,nominal,2.0NRT,311.13,8.71,D
19.27166,-96.62117,330.05,0.41,0.37,2026-05-28,1940,N,low,2.0NRT,304.51,1.67,D
18.43304,-101.39088,346.86,0.49,0.49,2026-05-28,1940,N,nominal,2.0NRT,309.43,6.08,D
18.18806,-102.65585,341.45,0.6,0.53,2026-05-28,1940,N,nominal,2.0NRT,297.18,8.82,D
18.18704,-102.66101,338.07,0.6,0.53,2026-05-28,1940,N,nominal,2.0NRT,297.28,6.94,D
18.14232,-102.91283,339.23,0.62,0.54,2026-05-28,1940,N,nominal,2.0NRT,297.53,5.24,D
18.46875,-101.27502,343.91,0.48,0.48,2026-05-28,1940,N,nominal,2.0NRT,308.15,14.8,D
18.46802,-101.27888,344.31,0.48,0.48,2026-05-28,1940,N,nominal,2.0NRT,308.36,11.74,D
19.28489,-96.64745,332.89,0.41,0.37,2026-05-28,1940,N,low,2.0NRT,304.48,7.52,D
19.28426,-96.65131,336.41,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,304.41,7.52,D
18.1837,-102.78083,351.47,0.61,0.53,2026-05-28,1940,N,nominal,2.0NRT,298.11,14.8,D
19.28893,-96.64413,353.37,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,307.01,11.8,D
19.28831,-96.64796,346.53,0.41,0.37,2026-05-28,1940,N,low,2.0NRT,309.43,7.52,D
19.28768,-96.65182,339.21,0.41,0.37,2026-05-28,1940,N,low,2.0NRT,306.26,7.52,D
19.29359,-96.63707,349.76,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,306.85,5.78,D
18.14295,-102.9152,340.14,0.62,0.54,2026-05-28,1940,N,nominal,2.0NRT,297.28,6.12,D
18.18523,-102.78383,340.88,0.61,0.53,2026-05-28,1940,N,nominal,2.0NRT,297.48,19.3,D
18.42758,-101.62234,332.83,0.51,0.49,2026-05-28,1940,N,nominal,2.0NRT,302.65,7.79,D
19.3707,-96.44513,338.54,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,305.61,3.78,D
18.51534,-101.38567,338.45,0.49,0.49,2026-05-28,1940,N,low,2.0NRT,310.83,6.42,D
18.22859,-102.84656,339.72,0.61,0.54,2026-05-28,1940,N,nominal,2.0NRT,298.01,8.4,D
18.56658,-101.14141,336.36,0.47,0.48,2026-05-28,1940,N,low,2.0NRT,310.97,4.14,D
18.51982,-101.3863,347.57,0.49,0.49,2026-05-28,1940,N,nominal,2.0NRT,309.74,6.42,D
18.70126,-100.54206,344.21,0.43,0.46,2026-05-28,1940,N,nominal,2.0NRT,309.17,8.29,D
18.70049,-100.54623,343.49,0.43,0.46,2026-05-28,1940,N,nominal,2.0NRT,308.85,8.29,D
18.63481,-100.94646,352.29,0.46,0.47,2026-05-28,1940,N,nominal,2.0NRT,311.15,9.05,D
18.74056,-100.39919,345.75,0.42,0.45,2026-05-28,1940,N,nominal,2.0NRT,312.81,13.23,D
18.7547,-100.36884,337.74,0.42,0.45,2026-05-28,1940,N,low,2.0NRT,309.56,2.42,D
18.75584,-100.36902,343.87,0.42,0.45,2026-05-28,1940,N,nominal,2.0NRT,310.23,2.4,D
18.63687,-100.98841,338.99,0.46,0.47,2026-05-28,1940,N,low,2.0NRT,310.65,3.33,D
18.82712,-100.12634,345.29,0.4,0.45,2026-05-28,1940,N,nominal,2.0NRT,308.49,4.22,D
18.5807,-101.44115,347.39,0.49,0.49,2026-05-28,1940,N,nominal,2.0NRT,305.75,5.26,D
18.46488,-102.05502,345.13,0.54,0.51,2026-05-28,1940,N,nominal,2.0NRT,308.17,10.17,D
18.60607,-101.3816,337.64,0.49,0.48,2026-05-28,1940,N,low,2.0NRT,308.61,5.77,D
18.49557,-102.04595,335.83,0.54,0.51,2026-05-28,1940,N,low,2.0NRT,308.23,2.68,D
18.61129,-101.52232,348.33,0.5,0.49,2026-05-28,1940,N,nominal,2.0NRT,309.85,12.15,D
19.47338,-96.69296,338.46,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,306.6,5.48,D
18.61577,-101.52312,344.22,0.5,0.49,2026-05-28,1940,N,nominal,2.0NRT,306.42,9.6,D
18.6746,-101.23852,339.13,0.48,0.48,2026-05-28,1940,N,low,2.0NRT,309.38,6.59,D
18.68243,-101.24518,345.88,0.48,0.48,2026-05-28,1940,N,nominal,2.0NRT,312.2,6.88,D
18.90041,-100.27123,334.69,0.41,0.45,2026-05-28,1940,N,low,2.0NRT,309.03,4.21,D
19.58447,-96.40037,343.74,0.4,0.37,2026-05-28,1940,N,nominal,2.0NRT,302.74,5.55,D
18.70299,-101.34894,344.5,0.48,0.48,2026-05-28,1940,N,nominal,2.0NRT,308.84,10.71,D
18.40984,-102.84763,347,0.61,0.53,2026-05-28,1940,N,nominal,2.0NRT,300.24,10.5,D
18.41479,-102.8483,332.76,0.61,0.53,2026-05-28,1940,N,nominal,2.0NRT,298.02,4.57,D
18.82271,-100.91278,345.13,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,309.62,8.23,D
18.89607,-100.66236,343.77,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,313.44,9.57,D
18.89945,-100.66766,356.51,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,309.56,9.57,D
18.77948,-101.35558,348.36,0.48,0.48,2026-05-28,1940,N,nominal,2.0NRT,311.84,8.38,D
18.56294,-102.58364,344.93,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,302.25,29.13,D
18.56197,-102.58862,351.91,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,299.53,18.04,D
19.63235,-96.64068,352.02,0.41,0.37,2026-05-28,1940,N,nominal,2.0NRT,303.68,6.75,D
18.78271,-101.35503,345.11,0.48,0.48,2026-05-28,1940,N,nominal,2.0NRT,312.32,11.24,D
18.56129,-102.58508,356.08,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,299.38,15.18,D
18.56583,-102.58727,367,0.58,0.52,2026-05-28,1940,N,high,2.0NRT,302.19,33.59,D
18.89812,-100.89943,334.12,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,307.78,18.59,D
18.89731,-100.90368,344.12,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,309.92,19.17,D
18.56686,-102.58217,336.43,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,301.31,18.39,D
18.90235,-100.90044,347.66,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,307.45,18.59,D
18.90155,-100.90466,341.75,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,313.01,19.17,D
18.60487,-102.49187,341.03,0.57,0.52,2026-05-28,1940,N,nominal,2.0NRT,301,7.21,D
18.81839,-101.45448,336.11,0.49,0.48,2026-05-28,1940,N,nominal,2.0NRT,304.78,4.31,D
18.50477,-103.16669,338.65,0.32,0.54,2026-05-28,1940,N,nominal,2.0NRT,295.45,3.48,D
18.93451,-100.98824,348.82,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,313.71,8.59,D
18.93369,-100.99255,342.15,0.46,0.47,2026-05-28,1940,N,nominal,2.0NRT,309.06,3.8,D
18.50954,-103.1687,331.21,0.32,0.54,2026-05-28,1940,N,nominal,2.0NRT,295.53,3.39,D
18.93883,-100.98891,344.36,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,308.47,8.59,D
18.93803,-100.99317,339.44,0.46,0.47,2026-05-28,1940,N,nominal,2.0NRT,308.85,3.8,D
18.5641,-102.94756,331.21,0.62,0.54,2026-05-28,1940,N,low,2.0NRT,305.56,4.68,D
18.5765,-102.94604,331.44,0.61,0.54,2026-05-28,1940,N,nominal,2.0NRT,302.61,2.92,D
19.10125,-100.38202,334.48,0.42,0.45,2026-05-28,1940,N,nominal,2.0NRT,304.96,1.98,D
19.01283,-100.84698,345.68,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,312.75,38.02,D
19.01208,-100.85092,348.7,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,322.89,49.78,D
19.01713,-100.84754,339.65,0.44,0.46,2026-05-28,1940,N,low,2.0NRT,310.56,11.09,D
19.01634,-100.85168,349.7,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,310.7,18.38,D
18.87494,-101.65326,336.09,0.5,0.49,2026-05-28,1940,N,nominal,2.0NRT,306.08,6.01,D
18.53147,-103.36581,338.33,0.33,0.55,2026-05-28,1940,N,nominal,2.0NRT,295.63,5.03,D
18.94052,-101.33935,335.21,0.48,0.48,2026-05-28,1940,N,low,2.0NRT,309.77,4.96,D
18.84436,-101.9788,350.53,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,311.78,12.7,D
19.04458,-100.98241,335.13,0.45,0.47,2026-05-28,1940,N,low,2.0NRT,309.72,4.46,D
18.95393,-101.48384,333.51,0.49,0.48,2026-05-28,1940,N,low,2.0NRT,306.37,3.06,D
19.12924,-100.57652,341.88,0.43,0.46,2026-05-28,1940,N,low,2.0NRT,314.21,8.73,D
18.94838,-101.58533,367,0.5,0.49,2026-05-28,1940,N,high,2.0NRT,312.21,19.05,D
19.06837,-100.97383,345.95,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,311.39,5.96,D
18.85979,-102.17115,349.47,0.54,0.51,2026-05-28,1940,N,nominal,2.0NRT,307.81,10.05,D
18.85786,-102.16813,335.07,0.54,0.51,2026-05-28,1940,N,low,2.0NRT,306.89,5.26,D
18.85682,-102.17335,344.02,0.54,0.51,2026-05-28,1940,N,nominal,2.0NRT,308.27,3.92,D
18.93099,-102.04124,343.32,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,307.11,10.47,D
18.92999,-102.04636,345.54,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,310.56,10.47,D
18.79455,-102.83028,335.59,0.6,0.53,2026-05-28,1940,N,low,2.0NRT,306.25,115.56,D
18.76847,-103.34677,339.32,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,303.06,4.05,D
18.76792,-103.34949,352.8,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,303.8,4.05,D
19.26955,-100.8261,344.28,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,309.37,9.53,D
19.26884,-100.82987,332.02,0.44,0.46,2026-05-28,1940,N,low,2.0NRT,305.75,2.8,D
18.69896,-103.7366,333.46,0.34,0.56,2026-05-28,1940,N,nominal,2.0NRT,296.76,2.37,D
18.79086,-103.33935,338.36,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,302.63,2.34,D
19.29121,-100.92094,343.26,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,310.44,9.63,D
18.85161,-103.34293,333.28,0.32,0.55,2026-05-28,1940,N,low,2.0NRT,303.85,2.38,D
19.07133,-102.286,333.79,0.55,0.51,2026-05-28,1940,N,nominal,2.0NRT,303.44,1.63,D
19.14947,-102.0124,338.52,0.52,0.5,2026-05-28,1940,N,nominal,2.0NRT,304.23,7.6,D
19.14852,-102.01723,343.65,0.52,0.5,2026-05-28,1940,N,nominal,2.0NRT,306.57,9.67,D
19.05514,-102.56348,331.75,0.57,0.52,2026-05-28,1940,N,low,2.0NRT,305.44,3.9,D
18.9064,-103.32961,330.66,0.32,0.55,2026-05-28,1940,N,low,2.0NRT,303.58,1.6,D
18.91289,-103.32322,342.3,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,304.19,2.76,D
19.38114,-100.97278,332.41,0.45,0.47,2026-05-28,1940,N,nominal,2.0NRT,303.37,2.33,D
19.14421,-102.39442,337.41,0.55,0.51,2026-05-28,1940,N,nominal,2.0NRT,304.56,3.81,D
19.14905,-102.39455,341.64,0.55,0.51,2026-05-28,1940,N,nominal,2.0NRT,303.86,5.47,D
19.15271,-102.40054,336.74,0.55,0.51,2026-05-28,1940,N,nominal,2.0NRT,303.09,5.47,D
18.99348,-103.23436,336.31,0.63,0.54,2026-05-28,1940,N,nominal,2.0NRT,303.09,9.76,D
19.24377,-102.18491,367,0.53,0.5,2026-05-28,1940,N,high,2.0NRT,304.38,10.25,D
19.24471,-102.18011,341.27,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,301.25,8.32,D
19.24272,-102.19026,333.69,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,300.02,10.25,D
19.24937,-102.18074,342.6,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,303.62,48.51,D
19.24844,-102.1855,348.37,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,305.31,22.9,D
19.24738,-102.19096,342.5,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,303.9,22.9,D
19.25307,-102.18629,354.2,0.53,0.5,2026-05-28,1940,N,nominal,2.0NRT,298.53,22.9,D
19.12562,-102.88278,354.54,0.59,0.53,2026-05-28,1940,N,nominal,2.0NRT,309.96,14.69,D
19.06439,-103.24056,332.09,0.63,0.54,2026-05-28,1940,N,nominal,2.0NRT,300.81,1.67,D
19.05872,-103.32047,341.38,0.32,0.54,2026-05-28,1940,N,nominal,2.0NRT,303.25,3.08,D
19.05803,-103.32393,337.13,0.32,0.54,2026-05-28,1940,N,nominal,2.0NRT,303.53,2.71,D
19.05789,-103.32253,347.66,0.32,0.54,2026-05-28,1940,N,nominal,2.0NRT,304.87,12.33,D
19.59608,-100.93964,338.89,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,304.96,5.03,D
19.08951,-103.60133,334.57,0.33,0.55,2026-05-28,1940,N,low,2.0NRT,305.31,2.72,D
19.11149,-103.5708,345.25,0.33,0.55,2026-05-28,1940,N,nominal,2.0NRT,305.98,3.39,D
19.63345,-100.90354,338.11,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,310.46,3.78,D
19.11044,-103.56909,335.45,0.33,0.55,2026-05-28,1940,N,low,2.0NRT,305.96,2.68,D
19.10978,-103.57224,342.07,0.33,0.55,2026-05-28,1940,N,nominal,2.0NRT,304.84,2.01,D
19.00867,-104.25816,346.48,0.37,0.58,2026-05-28,1940,N,nominal,2.0NRT,296.72,4.48,D
19.29882,-103.0032,347.16,0.6,0.53,2026-05-28,1940,N,nominal,2.0NRT,311.51,10.14,D
20.03067,-99.2699,337.81,0.52,0.42,2026-05-28,1940,N,nominal,2.0NRT,306.79,5.79,D
19.34884,-102.97999,337.15,0.6,0.53,2026-05-28,1940,N,low,2.0NRT,308.21,4.2,D
19.34776,-102.98544,334.3,0.6,0.53,2026-05-28,1940,N,low,2.0NRT,308.64,3.91,D
19.3463,-102.98067,342.86,0.6,0.53,2026-05-28,1940,N,nominal,2.0NRT,307.51,9.95,D
19.15454,-104.05402,367,0.35,0.57,2026-05-28,1940,N,high,2.0NRT,297.91,9.1,D
19.15331,-104.0599,367,0.35,0.57,2026-05-28,1940,N,high,2.0NRT,296.84,7.45,D
19.15393,-104.05694,343.56,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,295.24,9.1,D
19.15264,-104.06306,338.53,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,293.95,7.45,D
19.17684,-104.02518,338.5,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,295.71,3.08,D
19.38123,-103.05701,340.76,0.6,0.53,2026-05-28,1940,N,nominal,2.0NRT,308.15,5.82,D
19.18372,-104.01816,349.68,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,296.62,5.11,D
19.18315,-104.02088,351.49,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,296.17,5.11,D
19.18211,-104.02589,355.39,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,294.13,11.01,D
19.47863,-102.59712,337.26,0.56,0.52,2026-05-28,1940,N,nominal,2.0NRT,306.47,10.69,D
19.18848,-104.02126,337.51,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,293.97,5.11,D
19.48443,-102.59263,343.09,0.56,0.52,2026-05-28,1940,N,nominal,2.0NRT,305.91,11.58,D
19.48327,-102.59843,338.62,0.56,0.52,2026-05-28,1940,N,nominal,2.0NRT,308.27,5.37,D
19.48212,-102.60422,340.84,0.56,0.52,2026-05-28,1940,N,nominal,2.0NRT,307.75,5.37,D
19.47995,-102.61511,336.02,0.56,0.52,2026-05-28,1940,N,low,2.0NRT,306.24,6.06,D
19.48794,-102.59961,344.37,0.56,0.52,2026-05-28,1940,N,nominal,2.0NRT,306.88,5.37,D
19.19876,-104.02387,333.05,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,293.06,2.49,D
19.19813,-104.02689,332.35,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,292.03,2.49,D
19.49376,-102.59493,333.28,0.56,0.52,2026-05-28,1940,N,low,2.0NRT,305.62,7.1,D
19.38508,-103.18888,343.97,0.62,0.54,2026-05-28,1940,N,nominal,2.0NRT,297.76,22.46,D
19.33951,-103.54347,330.04,0.32,0.55,2026-05-28,1940,N,low,2.0NRT,303.09,2.7,D
19.33891,-103.54641,343.05,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,303.56,2.86,D
19.33838,-103.54516,349.47,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,304.14,3.82,D
19.51952,-102.98703,352.88,0.59,0.53,2026-05-28,1940,N,nominal,2.0NRT,308.67,12.68,D
19.26383,-104.28757,330.12,0.36,0.58,2026-05-28,1940,N,nominal,2.0NRT,299.61,2.41,D
19.25663,-104.32214,334.79,0.37,0.58,2026-05-28,1940,N,nominal,2.0NRT,298.47,2.81,D
19.25585,-104.3259,335.19,0.37,0.58,2026-05-28,1940,N,nominal,2.0NRT,298,2.81,D
19.43294,-103.63661,345.42,0.33,0.55,2026-05-28,1940,N,nominal,2.0NRT,301.84,4.98,D
19.46362,-103.51482,367,0.32,0.55,2026-05-28,1940,N,high,2.0NRT,308.04,6.54,D
19.46724,-103.49743,332.16,0.32,0.55,2026-05-28,1940,N,low,2.0NRT,302.66,2.19,D
19.46305,-103.51756,334.4,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,305.29,6.68,D
19.43734,-103.64069,330.37,0.33,0.55,2026-05-28,1940,N,low,2.0NRT,303.07,3.54,D
19.46865,-103.51568,337.16,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,301.6,6.54,D
20.56829,-97.85568,335.43,0.44,0.38,2026-05-28,1940,N,nominal,2.0NRT,303.7,3.37,D
19.62604,-102.94659,342.04,0.59,0.53,2026-05-28,1940,N,nominal,2.0NRT,302.94,11.57,D
19.38172,-104.16266,339.01,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,297.36,3.07,D
19.38089,-104.21889,330.26,0.36,0.57,2026-05-28,1940,N,nominal,2.0NRT,297.09,3.32,D
19.38001,-104.22312,341.94,0.36,0.57,2026-05-28,1940,N,nominal,2.0NRT,297.06,4.25,D
19.38652,-104.21806,342.51,0.36,0.57,2026-05-28,1940,N,nominal,2.0NRT,297.23,3.32,D
19.38572,-104.2219,332.01,0.36,0.57,2026-05-28,1940,N,nominal,2.0NRT,297.08,3.32,D
19.39586,-104.22568,333.58,0.36,0.57,2026-05-28,1940,N,nominal,2.0NRT,296.64,5.33,D
19.78975,-102.36718,338.53,0.54,0.51,2026-05-28,1940,N,nominal,2.0NRT,299.52,8.21,D
19.68243,-102.91395,342.24,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,302.89,12.31,D
19.68165,-102.91585,352.67,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,300.71,13.04,D
19.70166,-102.89114,334.39,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,296.86,12.44,D
19.63573,-103.28616,345.28,0.62,0.54,2026-05-28,1940,N,nominal,2.0NRT,309.06,11.97,D
19.64066,-103.28703,346.43,0.62,0.54,2026-05-28,1940,N,nominal,2.0NRT,307.61,12.8,D
19.6549,-103.24252,356.54,0.61,0.54,2026-05-28,1940,N,nominal,2.0NRT,314.14,24.53,D
19.48945,-104.09163,367,0.35,0.57,2026-05-28,1940,N,high,2.0NRT,298.69,15.66,D
19.48884,-104.09451,367,0.35,0.57,2026-05-28,1940,N,high,2.0NRT,299.83,11.05,D
19.49425,-104.09447,367,0.35,0.57,2026-05-28,1940,N,high,2.0NRT,301.48,11.56,D
19.55545,-103.80061,335.84,0.33,0.56,2026-05-28,1940,N,low,2.0NRT,307.69,2.46,D
19.55474,-103.80401,339.99,0.33,0.56,2026-05-28,1940,N,nominal,2.0NRT,308.17,2.46,D
19.49364,-104.09738,349.57,0.35,0.57,2026-05-28,1940,N,nominal,2.0NRT,300.27,11.56,D
19.35225,-104.84685,367,0.39,0.59,2026-05-28,1940,N,high,2.0NRT,298.69,7.82,D
19.35138,-104.85096,367,0.39,0.6,2026-05-28,1940,N,high,2.0NRT,299.58,7.82,D
19.64494,-103.94284,350.42,0.34,0.56,2026-05-28,1940,N,nominal,2.0NRT,313.3,5.54,D
19.52453,-104.59728,338.72,0.38,0.58,2026-05-28,1940,N,nominal,2.0NRT,298.05,4.27,D
19.7042,-103.87554,341.19,0.34,0.56,2026-05-28,1940,N,low,2.0NRT,315.69,9.34,D
19.86265,-103.24061,341.29,0.61,0.53,2026-05-28,1940,N,nominal,2.0NRT,302.04,9,D
19.8615,-103.2462,333.82,0.61,0.53,2026-05-28,1940,N,nominal,2.0NRT,301.36,9,D
19.86753,-103.24158,347.52,0.61,0.53,2026-05-28,1940,N,nominal,2.0NRT,318.38,175.53,D
20.13422,-101.93931,347.72,0.5,0.49,2026-05-28,1940,N,nominal,2.0NRT,317.09,12.36,D
19.63171,-104.50011,335.37,0.37,0.58,2026-05-28,1940,N,nominal,2.0NRT,300.72,2.02,D
20.23033,-101.75202,344.08,0.48,0.48,2026-05-28,1940,N,nominal,2.0NRT,316.46,12.59,D
19.99174,-102.97474,343.6,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,311.75,9.36,D
19.99046,-102.97678,348.45,0.58,0.52,2026-05-28,1940,N,nominal,2.0NRT,311.02,10.67,D
20.02408,-102.9098,345.58,0.57,0.52,2026-05-28,1940,N,low,2.0NRT,317.93,16.96,D
19.63436,-104.81151,333.14,0.39,0.59,2026-05-28,1940,N,nominal,2.0NRT,297.34,2.93,D
19.74003,-104.34484,337.89,0.36,0.57,2026-05-28,1940,N,nominal,2.0NRT,303.71,3.49,D
19.63947,-104.814,340.74,0.39,0.59,2026-05-28,1940,N,nominal,2.0NRT,297.49,2.93,D
20.36726,-101.39233,344.19,0.45,0.47,2026-05-28,1940,N,low,2.0NRT,318.32,7.03,D
20.2405,-102.18884,342.86,0.51,0.5,2026-05-28,1940,N,low,2.0NRT,314.82,8.28,D
20.09603,-102.92081,341.13,0.57,0.52,2026-05-28,1940,N,low,2.0NRT,315.34,9.46,D
20.08773,-103.20495,347.17,0.6,0.53,2026-05-28,1940,N,nominal,2.0NRT,312.81,12.2,D
20.0923,-103.20726,355.73,0.6,0.53,2026-05-28,1940,N,nominal,2.0NRT,309.64,20.17,D
19.93307,-104.04998,349.25,0.34,0.56,2026-05-28,1940,N,nominal,2.0NRT,310.46,2.83,D
19.93829,-104.05058,351.86,0.34,0.56,2026-05-28,1940,N,nominal,2.0NRT,309.35,5.23,D
19.7061,-105.16941,367,0.4,0.6,2026-05-28,1940,N,high,2.0NRT,300.47,9.5,D
19.7069,-105.16572,350.28,0.4,0.6,2026-05-28,1940,N,nominal,2.0NRT,301.35,12.56,D
20.3908,-101.97693,348.98,0.49,0.49,2026-05-28,1940,N,nominal,2.0NRT,320.17,48.83,D
19.72738,-105.23174,345.39,0.41,0.6,2026-05-28,1940,N,nominal,2.0NRT,301.25,4.02,D
20.39526,-101.97775,355.87,0.49,0.49,2026-05-28,1940,N,nominal,2.0NRT,323.74,46.83,D
20.39433,-101.98261,355.66,0.49,0.49,2026-05-28,1940,N,nominal,2.0NRT,324.8,60.08,D
20.39972,-101.97858,367,0.49,0.49,2026-05-28,1940,N,high,2.0NRT,315.03,46.83,D
19.7256,-105.23176,345.36,0.41,0.6,2026-05-28,1940,N,nominal,2.0NRT,301.03,5.29,D
20.57895,-101.17246,350.7,0.44,0.46,2026-05-28,1940,N,nominal,2.0NRT,314.87,19.51,D
19.82421,-105.04403,354.26,0.4,0.6,2026-05-28,1940,N,nominal,2.0NRT,300.03,5.95,D
19.82342,-105.04767,345.16,0.4,0.6,2026-05-28,1940,N,nominal,2.0NRT,298.86,5.95,D
19.83047,-105.04147,332.65,0.39,0.6,2026-05-28,1940,N,nominal,2.0NRT,296.11,10,D
19.82969,-105.04505,352.71,0.4,0.6,2026-05-28,1940,N,nominal,2.0NRT,297.68,5.95,D
19.89808,-104.77924,335.06,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,296.34,4.68,D
19.91169,-104.76795,343.76,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,297.93,6.25,D
20.09104,-103.93935,343.39,0.33,0.55,2026-05-28,1940,N,nominal,2.0NRT,311.94,5.36,D
19.91771,-104.76598,331.68,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,297.44,4.38,D
19.92443,-104.76066,351.33,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,299.01,5.21,D
19.92371,-104.76407,335.86,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,297.86,5.21,D
19.92966,-104.7624,332.79,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,298.34,1.55,D
20.39038,-102.55791,345.18,0.54,0.51,2026-05-28,1940,N,nominal,2.0NRT,312.87,13,D
20.1976,-103.7248,350.65,0.32,0.55,2026-05-28,1940,N,nominal,2.0NRT,304.09,5.14,D
19.93957,-104.93633,331.32,0.39,0.59,2026-05-28,1940,N,nominal,2.0NRT,297.47,3.13,D
19.89707,-105.13172,333.17,0.4,0.6,2026-05-28,1940,N,nominal,2.0NRT,297.66,5.24,D
19.89622,-105.13565,356.21,0.4,0.6,2026-05-28,1940,N,nominal,2.0NRT,298.32,5.24,D
19.94497,-104.93749,346.45,0.39,0.59,2026-05-28,1940,N,nominal,2.0NRT,297.55,5.81,D
19.94421,-104.94104,349.55,0.39,0.59,2026-05-28,1940,N,nominal,2.0NRT,297.69,5.81,D
19.90249,-105.13319,341.87,0.4,0.6,2026-05-28,1940,N,nominal,2.0NRT,298.3,5.53,D
19.99937,-104.81561,341.27,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,299.39,4.68,D
20.0047,-104.81693,343.01,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,299.47,4.59,D
20.14467,-104.20585,355.45,0.35,0.56,2026-05-28,1940,N,nominal,2.0NRT,317.72,7.29,D
20.03123,-104.79751,334.2,0.38,0.59,2026-05-28,1940,N,nominal,2.0NRT,298.09,4.44,D
